operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1648753972492|1648753972492|2|18|-1
LdbcShortQuery4MessageContent|1648753972494|1648753972495|2|1|-1
LdbcShortQuery5MessageCreator|1648753972497|1648753972497|2|1|-1
LdbcShortQuery6MessageForum|1648753972499|1648753972499|2|1|-1
LdbcShortQuery7MessageReplies|1648753972501|1648753972502|2|0|-1
LdbcQuery2|1648753972229|1648753972504|3|20|1290690590017
LdbcShortQuery1PersonProfile|1648753972507|1648753972508|2|1|-1
LdbcShortQuery2PersonPosts|1648753972510|1648753972510|2|10|-1
LdbcShortQuery3PersonFriends|1648753972512|1648753972513|2|29|-1
LdbcShortQuery4MessageContent|1648753972515|1648753972516|1|1|-1
LdbcShortQuery5MessageCreator|1648753972517|1648753972518|1|1|-1
LdbcShortQuery6MessageForum|1648753972519|1648753972520|1|1|-1
LdbcShortQuery7MessageReplies|1648753972521|1648753972521|1|0|-1
LdbcQuery1|1648753972229|1648753972523|4|2|1290690590017
LdbcShortQuery4MessageContent|1648753972527|1648753972528|2|1|-1
LdbcShortQuery5MessageCreator|1648753972530|1648753972530|2|1|-1
LdbcShortQuery6MessageForum|1648753972532|1648753972532|2|1|-1
LdbcShortQuery7MessageReplies|1648753972534|1648753972534|2|0|-1
LdbcShortQuery1PersonProfile|1648753972536|1648753972536|1|1|-1
LdbcShortQuery2PersonPosts|1648753972537|1648753972538|1|1|-1
LdbcShortQuery3PersonFriends|1648753972539|1648753972540|2|32|-1
LdbcQuery10|1648753972229|1648753972543|19|9|1290690590017
LdbcShortQuery1PersonProfile|1648753972562|1648753972563|2|1|-1
LdbcShortQuery2PersonPosts|1648753972565|1648753972565|2|2|-1
LdbcShortQuery3PersonFriends|1648753972567|1648753972567|1|4|-1
LdbcQuery12|1648753972229|1648753972569|149|2|1290690590017
LdbcShortQuery4MessageContent|1648753972718|1648753972719|2|1|-1
LdbcShortQuery5MessageCreator|1648753972721|1648753972721|2|1|-1
LdbcShortQuery6MessageForum|1648753972723|1648753972724|2|1|-1
LdbcShortQuery7MessageReplies|1648753972726|1648753972726|2|0|-1
LdbcShortQuery1PersonProfile|1648753972728|1648753972729|2|1|-1
LdbcShortQuery2PersonPosts|1648753972731|1648753972731|3|10|-1
LdbcShortQuery3PersonFriends|1648753972734|1648753972735|2|3|-1
