operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery7MessageReplies|1650577799615|1650577799616|3|0|-1
LdbcShortQuery1PersonProfile|1650577799619|1650577799619|3|1|-1
LdbcShortQuery2PersonPosts|1650577799622|1650577799622|6|10|-1
LdbcShortQuery3PersonFriends|1650577799628|1650577799629|3|4|-1
LdbcQuery6|1650577798926|1650577799632|89|0|1290688479643
LdbcShortQuery4MessageContent|1650577799721|1650577799722|3|1|-1
LdbcShortQuery5MessageCreator|1650577799725|1650577799725|2|1|-1
LdbcShortQuery6MessageForum|1650577799727|1650577799728|3|1|-1
LdbcShortQuery7MessageReplies|1650577799731|1650577799731|3|0|-1
LdbcShortQuery1PersonProfile|1650577799734|1650577799734|2|1|-1
LdbcShortQuery2PersonPosts|1650577799736|1650577799737|3|10|-1
LdbcShortQuery3PersonFriends|1650577799740|1650577799741|3|128|-1
LdbcShortQuery4MessageContent|1650577799744|1650577799744|2|1|-1
LdbcShortQuery5MessageCreator|1650577799746|1650577799747|2|1|-1
LdbcShortQuery6MessageForum|1650577799749|1650577799750|2|1|-1
LdbcShortQuery7MessageReplies|1650577799752|1650577799752|2|0|-1
